"","db030","hsize","db040","rb030","age","rb090","pl030","pb220a","py010n","py050n","py090n","py100n","py110n","py120n","py130n","py140n","hy040n","hy050n","hy070n","hy080n","hy090n","hy110n","hy130n","hy145n","eqss","eqincome","db090","rb050"
"3886",1596,4,"Vienna",159604,15,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4789.78,0,0,122.29,0,0,-187.45,2.5,17623.408,666.979166666667,666.979166666667
"3887",1597,1,"Styria",159701,42,"male","1","AT",22481.16,0,0,0,0,56.13,0,0,0,0,0,0,0,0,0,-248.45,1,22785.74,616.340909090909,616.340909090909
"3888",1598,2,"Styria",159801,57,"female","5","AT",0,0,0,22630.6,0,0,0,0,0,0,0,0,259.43,0,0,0,1.5,24667.1733333333,536.892307692308,536.892307692308
"3889",1598,2,"Styria",159802,61,"male","5","AT",0,0,0,14110.73,0,0,0,0,0,0,0,0,259.43,0,0,0,1.5,24667.1733333333,536.892307692308,536.892307692308
"3890",1599,1,"Styria",159901,56,"male","1","AT",27929.96,0,0,0,0,0,0,0,0,0,0,0,37.29,0,0,0,1,27967.25,616.340909090909,616.340909090909
"3891",1600,2,"Vienna",160001,48,"female","7","AT",0,0,6976.22,0,0,0,0,0,0,1842.07,0,0,84.44,0,0,0,1.3,6848.25384615385,651.867605633803,651.867605633803
"3892",1600,2,"Vienna",160002,11,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1842.07,0,0,84.44,0,0,0,1.3,6848.25384615385,651.867605633803,651.867605633803
"3893",1601,1,"Lower Austria",160101,70,"female","5","AT",0,0,0,16555.92,0,0,0,0,0,0,0,0,61.49,0,0,-527.02,1,17144.43,655.064615384615,655.064615384615
"3894",1602,4,"Upper Austria",160201,48,"female","1","AT",9220.88,0,2341.81,0,0,0,0,0,0,1497.29,0,0,88.54,0,0,0,2.3,12641.252173913,492.875,492.875
"3895",1602,4,"Upper Austria",160202,57,"male","5","AT",0,0,0,15926.36,0,0,0,0,0,1497.29,0,0,88.54,0,0,0,2.3,12641.252173913,492.875,492.875
"3896",1602,4,"Upper Austria",160203,19,"male","4","AT",0,0,0,0,0,0,0,0,0,1497.29,0,0,88.54,0,0,0,2.3,12641.252173913,492.875,492.875
"3897",1602,4,"Upper Austria",160204,6,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1497.29,0,0,88.54,0,0,0,2.3,12641.252173913,492.875,492.875
"3898",1603,2,"Upper Austria",160301,61,"male","1","AT",15053.42,0,0,0,0,0,0,0,0,0,0,0,11.82,0,0,-420,1.5,17579.8133333333,493.794392523365,493.794392523365
"3899",1603,2,"Upper Austria",160302,58,"female","5","AT",0,0,0,10884.48,0,0,0,0,0,0,0,0,11.82,0,0,-420,1.5,17579.8133333333,493.794392523365,493.794392523365
"3900",1604,4,"Tyrol",160401,68,"male","5","AT",0,0,0,11611.8,0,0,0,0,0,0,0,0,18709.06,0,0,0,2.5,13713.644,493.382352941176,493.382352941176
"3901",1604,4,"Tyrol",160402,64,"female","7","AT",0,0,0,0,0,0,0,0,0,0,0,0,18709.06,0,0,0,2.5,13713.644,493.382352941176,493.382352941176
"3902",1604,4,"Tyrol",160403,32,"male","6","AT",0,0,2947.74,0,0,0,0,0,0,0,0,0,18709.06,0,0,0,2.5,13713.644,493.382352941176,493.382352941176
"3903",1604,4,"Tyrol",160404,20,"female","4","AT",0,0,0,0,0,0,0,1015.51,0,0,0,0,18709.06,0,0,0,2.5,13713.644,493.382352941176,493.382352941176
"3904",1605,2,"Styria",160501,47,"male","1","AT",32283.39,0,0,0,0,0,0,0,0,0,0,0,432.33,0,0,0,1.5,23128.04,536.892307692308,536.892307692308
"3905",1605,2,"Styria",160502,46,"female","1","AT",1976.34,0,0,0,0,0,0,0,0,0,0,0,432.33,0,0,0,1.5,23128.04,536.892307692308,536.892307692308
"3906",1606,2,"Lower Austria",160601,62,"male","5","AT",0,0,0,18038.16,0,0,0,0,0,2249.76,0,1522.68,586.89,0,0,-17.73,1.5,41391.6666666667,515.101449275362,515.101449275362
"3907",1606,2,"Lower Austria",160602,43,"female","1","AT",39672.28,0,0,0,0,0,0,0,0,2249.76,0,1522.68,586.89,0,0,-17.73,1.5,41391.6666666667,515.101449275362,515.101449275362
"3908",1607,3,"Vorarlberg",160701,43,"female","7","AT",0,0,0,0,0,0,0,0,0,8985.37,0,0,81.46,0,0,-2040.71,1.8,18605.3722222222,532.590909090909,532.590909090909
"3909",1607,3,"Vorarlberg",160702,43,"male","1","AT",22382.13,0,0,0,0,0,0,0,0,8985.37,0,0,81.46,0,0,-2040.71,1.8,18605.3722222222,532.590909090909,532.590909090909
"3910",1607,3,"Vorarlberg",160703,4,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8985.37,0,0,81.46,0,0,-2040.71,1.8,18605.3722222222,532.590909090909,532.590909090909
"3911",1608,1,"Salzburg",160801,46,"female","2","AT",26037.83,0,0,0,0,0,0,0,0,0,0,0,38.79,0,0,-10.86,1,26087.48,693.320388349514,693.320388349514
"3912",1609,4,"Upper Austria",160901,30,"male","1","AT",20592.52,0,0,0,0,0,0,0,0,3836.04,0,0,43.11,0,0,-564.12,2.1,19319.7,492.875,492.875
"3913",1609,4,"Upper Austria",160902,29,"female","7","AT",15535.58,0,0,0,0,0,0,0,0,3836.04,0,0,43.11,0,0,-564.12,2.1,19319.7,492.875,492.875
"3914",1609,4,"Upper Austria",160903,6,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3836.04,0,0,43.11,0,0,-564.12,2.1,19319.7,492.875,492.875
"3915",1609,4,"Upper Austria",160904,3,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3836.04,0,0,43.11,0,0,-564.12,2.1,19319.7,492.875,492.875
"3916",1610,3,"Upper Austria",161001,51,"female","2","AT",0,49597.48,0,0,0,0,0,0,0,0,0,0,87.8,0,0,0,2,41972.075,507.699507389163,507.699507389163
"3917",1610,3,"Upper Austria",161002,25,"male","1","AT",29278.5,4504.39,0,0,0,0,0,0,0,0,0,0,87.8,0,0,0,2,41972.075,507.699507389163,507.699507389163
"3918",1610,3,"Upper Austria",161003,26,"female","7","AT",0,475.98,0,0,0,0,0,0,0,0,0,0,87.8,0,0,0,2,41972.075,507.699507389163,507.699507389163
"3919",1611,3,"Lower Austria",161101,63,"female","5","AT",0,0,0,10280.58,0,0,0,0,0,0,0,0,240.31,0,0,0,2,16527.085,574.058201058201,574.058201058201
"3920",1611,3,"Lower Austria",161102,45,"male","1","AT",21394.85,0,0,0,0,0,0,0,0,0,0,0,240.31,0,0,0,2,16527.085,574.058201058201,574.058201058201
"3921",1611,3,"Lower Austria",161103,29,"male","4","AT",0,1138.43,0,0,0,0,0,0,0,0,0,0,240.31,0,0,0,2,16527.085,574.058201058201,574.058201058201
"3922",1612,1,"Carinthia",161201,85,"male","5","AT",0,0,0,22531.52,0,0,0,0,0,0,0,0,9.62,0,6224.52,-288.17,1,16604.79,630.786324786325,630.786324786325
"3923",1613,4,"Lower Austria",161301,44,"female","1","Other",9048.85,0,0,0,0,0,0,0,62544.39,2529.53,0,0,3257.52,0,0,-3909.02,2.5,46725.952,556.426035502959,556.426035502959
"3924",1613,4,"Lower Austria",161302,46,"male","1","AT",0,32838.34,0,0,0,0,0,0,62544.39,2529.53,0,0,3257.52,0,0,-3909.02,2.5,46725.952,556.426035502959,556.426035502959
"3925",1613,4,"Lower Austria",161303,19,"male","4","AT",2687.23,0,0,0,0,0,0,0,62544.39,2529.53,0,0,3257.52,0,0,-3909.02,2.5,46725.952,556.426035502959,556.426035502959
"3926",1613,4,"Lower Austria",161304,17,"female","4","AT",0,0,0,0,0,0,0,0,62544.39,2529.53,0,0,3257.52,0,0,-3909.02,2.5,46725.952,556.426035502959,556.426035502959
"3927",1614,3,"Vienna",161401,36,"female","7","AT",0,0,0,0,0,0,0,0,0,9610.74,0,0,1260.5,0,0,-1260.5,2,6065.87,642.36,642.36
"3928",1614,3,"Vienna",161402,17,"male","4","AT",0,0,0,0,0,0,0,0,0,9610.74,0,0,1260.5,0,0,-1260.5,2,6065.87,642.36,642.36
"3929",1614,3,"Vienna",161403,14,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9610.74,0,0,1260.5,0,0,-1260.5,2,6065.87,642.36,642.36
"3930",1615,5,"Upper Austria",161501,38,"male","1","AT",34179.39,0,0,0,0,0,0,0,0,6980.28,0,5929.68,107.1,0,0,-973.68,2.4,22458,475.354430379747,475.354430379747
"3931",1615,5,"Upper Austria",161502,36,"female","7","Other",5729.07,0,0,0,0,0,0,0,0,6980.28,0,5929.68,107.1,0,0,-973.68,2.4,22458,475.354430379747,475.354430379747
"3932",1615,5,"Upper Austria",161503,13,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6980.28,0,5929.68,107.1,0,0,-973.68,2.4,22458,475.354430379747,475.354430379747
"3933",1615,5,"Upper Austria",161504,12,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6980.28,0,5929.68,107.1,0,0,-973.68,2.4,22458,475.354430379747,475.354430379747
"3934",1615,5,"Upper Austria",161505,9,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6980.28,0,5929.68,107.1,0,0,-973.68,2.4,22458,475.354430379747,475.354430379747
"3935",1616,2,"Vienna",161601,35,"female","1","AT",18391.2,0,0,0,0,0,0,0,0,0,0,0,262.75,0,0,0,1.5,21751.4133333333,651.867605633803,651.867605633803
"3936",1616,2,"Vienna",161602,43,"male","1","Other",13973.17,0,0,0,0,0,0,0,0,0,0,0,262.75,0,0,0,1.5,21751.4133333333,651.867605633803,651.867605633803
"3937",1617,4,"Tyrol",161701,34,"male","1","AT",0,16119.73,0,0,0,0,0,0,0,10914.3,0,0,192.21,0,0,0,2.1,12964.8761904762,493.382352941176,493.382352941176
"3938",1617,4,"Tyrol",161702,32,"female","7","AT",0,0,0,0,0,0,0,0,0,10914.3,0,0,192.21,0,0,0,2.1,12964.8761904762,493.382352941176,493.382352941176
"3939",1617,4,"Tyrol",161703,3,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10914.3,0,0,192.21,0,0,0,2.1,12964.8761904762,493.382352941176,493.382352941176
"3940",1617,4,"Tyrol",161704,2,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10914.3,0,0,192.21,0,0,0,2.1,12964.8761904762,493.382352941176,493.382352941176
"3941",1618,3,"Styria",161801,45,"male","1","AT",18522.14,0,0,0,0,0,0,0,0,4657.27,0,0,710.4,0,0,-697.98,2,21795.43,482.021390374332,482.021390374332
"3942",1618,3,"Styria",161802,44,"female","1","AT",19003.07,0,0,0,0,0,0,0,0,4657.27,0,0,710.4,0,0,-697.98,2,21795.43,482.021390374332,482.021390374332
"3943",1618,3,"Styria",161803,15,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4657.27,0,0,710.4,0,0,-697.98,2,21795.43,482.021390374332,482.021390374332
"3944",1619,3,"Upper Austria",161901,23,"female","4","AT",0,0,0,0,0,0,0,2366.43,0,0,0,0,968.71,0,0,2906.14,2,24972.275,507.699507389163,507.699507389163
"3945",1619,3,"Upper Austria",161902,51,"female","1","AT",15738.25,0,0,0,0,0,0,0,0,0,0,0,968.71,0,0,2906.14,2,24972.275,507.699507389163,507.699507389163
"3946",1619,3,"Upper Austria",161903,55,"male","1","AT",0,33777.3,0,0,0,0,0,0,0,0,0,0,968.71,0,0,2906.14,2,24972.275,507.699507389163,507.699507389163
"3947",1620,3,"Lower Austria",162001,66,"male","5","AT",0,0,0,11666.46,0,0,0,0,0,10251.17,0,0,308.38,0,0,0,1.8,12796.3388888889,574.058201058201,574.058201058201
"3948",1620,3,"Lower Austria",162002,37,"female","7","AT",807.4,0,0,0,0,0,0,0,0,10251.17,0,0,308.38,0,0,0,1.8,12796.3388888889,574.058201058201,574.058201058201
"3949",1620,3,"Lower Austria",162003,10,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10251.17,0,0,308.38,0,0,0,1.8,12796.3388888889,574.058201058201,574.058201058201
"3950",1621,2,"Salzburg",162101,51,"female","1","AT",6307.74,0,0,0,0,0,0,0,0,0,0,24733.58,359.84,0,9635.02,1490.99,1.5,27668.0466666667,614.686274509804,614.686274509804
"3951",1621,2,"Salzburg",162102,28,"male","1","AT",21226.92,0,0,0,0,0,0,0,0,0,0,24733.58,359.84,0,9635.02,1490.99,1.5,27668.0466666667,614.686274509804,614.686274509804
"3952",1622,2,"Lower Austria",162201,31,"female","2","AT",15746.92,0,0,0,0,0,0,0,0,2197.1,0,0,36.4,0,0,0,1.3,13831.0923076923,515.101449275362,515.101449275362
"3953",1622,2,"Lower Austria",162202,-1,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2197.1,0,0,36.4,0,0,0,1.3,13831.0923076923,515.101449275362,515.101449275362
"3954",1623,2,"Vienna",162301,68,"female","7","AT",0,0,0,0,0,0,0,0,0,2217.1,0,0,200.55,0,0,-108.89,1.5,32860.02,651.867605633803,651.867605633803
"3955",1623,2,"Vienna",162302,69,"male","5","AT",0,0,0,46763.49,0,0,0,0,0,2217.1,0,0,200.55,0,0,-108.89,1.5,32860.02,651.867605633803,651.867605633803
"3956",1624,3,"Styria",162401,37,"female","1","AT",11205.68,0,0,0,0,0,0,0,4922.29,0,0,0,175.8,0,0,-468.79,2,15031.66,482.021390374332,482.021390374332
"3957",1624,3,"Styria",162402,78,"male","5","AT",0,0,0,9647.74,0,0,0,0,4922.29,0,0,0,175.8,0,0,-468.79,2,15031.66,482.021390374332,482.021390374332
"3958",1624,3,"Styria",162403,75,"female","7","AT",3643.02,0,0,0,0,0,0,0,4922.29,0,0,0,175.8,0,0,-468.79,2,15031.66,482.021390374332,482.021390374332
"3959",1625,3,"Salzburg",162501,53,"male","1","AT",0,17140.1,0,0,0,0,0,0,0,0,0,0,1.12,0,6439.78,-1900.63,2,25409.175,554.763636363636,554.763636363636
"3960",1625,3,"Salzburg",162502,51,"female","1","AT",21149.21,0,0,0,0,0,0,0,0,0,0,0,1.12,0,6439.78,-1900.63,2,25409.175,554.763636363636,554.763636363636
"3961",1625,3,"Salzburg",162503,21,"male","1","AT",17067.07,0,0,0,0,0,0,0,0,0,0,0,1.12,0,6439.78,-1900.63,2,25409.175,554.763636363636,554.763636363636
"3962",1626,1,"Tyrol",162601,39,"male","1","Other",16516.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16516.96,679.728813559322,679.728813559322
"3963",1627,1,"Lower Austria",162701,34,"male","1","AT",27907.62,0,0,0,0,0,0,0,0,0,0,0,40.01,0,0,-844.54,1,28792.17,655.064615384615,655.064615384615
"3964",1628,2,"Lower Austria",162801,69,"male","5","AT",0,0,0,3628.54,0,0,0,0,0,0,0,0,0,0,0,0,1.5,7797.51333333333,515.101449275362,515.101449275362
"3965",1628,2,"Lower Austria",162802,64,"female","1","AT",0,8067.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,7797.51333333333,515.101449275362,515.101449275362
"3966",1629,4,"Salzburg",162901,44,"female","1","AT",12664.13,0,0,0,0,0,0,0,0,4686.61,0,0,0,0,0,0,2.3,20918.2391304348,532.788732394366,532.788732394366
"3967",1629,4,"Salzburg",162902,51,"male","1","AT",30761.21,0,0,0,0,0,0,0,0,4686.61,0,0,0,0,0,0,2.3,20918.2391304348,532.788732394366,532.788732394366
"3968",1629,4,"Salzburg",162903,15,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4686.61,0,0,0,0,0,0,2.3,20918.2391304348,532.788732394366,532.788732394366
"3969",1629,4,"Salzburg",162904,13,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4686.61,0,0,0,0,0,0,2.3,20918.2391304348,532.788732394366,532.788732394366
"3970",1630,1,"Vienna",163001,27,"female","1","AT",25923.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25923.11,868.220417633411,868.220417633411
"3971",1631,1,"Vienna",163101,63,"female","5","AT",0,0,0,9940.99,0,0,0,0,0,0,0,0,415.4,0,0,0,1,10356.39,868.220417633411,868.220417633411
"3972",1632,2,"Vienna",163201,68,"male","5","AT",0,0,0,22506.32,0,0,0,0,0,0,0,0,365.34,0,0,0,1.5,26621.14,651.867605633803,651.867605633803
"3973",1632,2,"Vienna",163202,68,"female","5","AT",0,0,0,17060.05,0,0,0,0,0,0,0,0,365.34,0,0,0,1.5,26621.14,651.867605633803,651.867605633803
"3974",1633,2,"Vorarlberg",163301,67,"male","5","AT",0,0,0,25023.76,0,0,0,0,0,0,0,0,21.53,0,0,0,1.5,23567.5266666667,518.166666666667,518.166666666667
"3975",1633,2,"Vorarlberg",163302,65,"female","5","AT",0,0,0,10306,0,0,0,0,0,0,0,0,21.53,0,0,0,1.5,23567.5266666667,518.166666666667,518.166666666667
"3976",1634,5,"Tyrol",163401,31,"female","2","AT",5572.98,0,2064.07,0,0,516.02,0,0,0,6772.87,0,0,0,0,0,-892.49,2.4,15867.0625,475.297297297297,475.297297297297
"3977",1634,5,"Tyrol",163402,33,"male","1","AT",22262.52,0,0,0,0,0,0,0,0,6772.87,0,0,0,0,0,-892.49,2.4,15867.0625,475.297297297297,475.297297297297
"3978",1634,5,"Tyrol",163403,11,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6772.87,0,0,0,0,0,-892.49,2.4,15867.0625,475.297297297297,475.297297297297
"3979",1634,5,"Tyrol",163404,3,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6772.87,0,0,0,0,0,-892.49,2.4,15867.0625,475.297297297297,475.297297297297
"3980",1634,5,"Tyrol",163405,0,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6772.87,0,0,0,0,0,-892.49,2.4,15867.0625,475.297297297297,475.297297297297
"3981",1635,2,"Upper Austria",163501,78,"male","5","AT",0,0,0,0,0,0,3333.26,0,0,0,0,0,0,0,0,0,1.5,2222.17333333333,493.794392523365,493.794392523365
"3982",1635,2,"Upper Austria",163502,76,"female","7","AT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2222.17333333333,493.794392523365,493.794392523365
"3983",1636,2,"Styria",163601,73,"male","5","AT",0,0,0,12722.76,0,0,0,0,0,0,0,0,373.22,0,0,0,1.5,13758.18,536.892307692308,536.892307692308
"3984",1636,2,"Styria",163602,73,"female","5","AT",0,0,0,7541.29,0,0,0,0,0,0,0,0,373.22,0,0,0,1.5,13758.18,536.892307692308,536.892307692308
"3985",1637,6,"Upper Austria",163701,47,"male","1","AT",0,32649.34,0,0,0,0,0,0,0,4362.98,0,2081.79,255.66,0,0,-1323.94,3.5,14908.9942857143,419.666666666667,419.666666666667
"3986",1637,6,"Upper Austria",163702,45,"female","7","AT",7785.54,0,0,0,0,0,0,0,0,4362.98,0,2081.79,255.66,0,0,-1323.94,3.5,14908.9942857143,419.666666666667,419.666666666667
"3987",1637,6,"Upper Austria",163703,22,"female","4","AT",2642.29,0,0,0,0,0,0,0,0,4362.98,0,2081.79,255.66,0,0,-1323.94,3.5,14908.9942857143,419.666666666667,419.666666666667
"3988",1637,6,"Upper Austria",163704,17,"male","4","AT",0,0,0,0,0,0,0,1079.94,0,4362.98,0,2081.79,255.66,0,0,-1323.94,3.5,14908.9942857143,419.666666666667,419.666666666667
"3989",1637,6,"Upper Austria",163705,79,"male","7","AT",0,0,0,0,0,0,0,0,0,4362.98,0,2081.79,255.66,0,0,-1323.94,3.5,14908.9942857143,419.666666666667,419.666666666667
"3990",1637,6,"Upper Austria",163706,73,"female","7","AT",0,0,0,0,0,0,0,0,0,4362.98,0,2081.79,255.66,0,0,-1323.94,3.5,14908.9942857143,419.666666666667,419.666666666667
"3991",1638,3,"Styria",163801,43,"female","1","Other",5753.02,0,0,0,0,0,0,0,0,4823.36,0,0,173.28,0,0,-5093.53,1.8,19524.5277777778,482.021390374332,482.021390374332
"3992",1638,3,"Styria",163802,52,"male","1","AT",19300.96,0,0,0,0,0,0,0,0,4823.36,0,0,173.28,0,0,-5093.53,1.8,19524.5277777778,482.021390374332,482.021390374332
"3993",1638,3,"Styria",163803,9,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4823.36,0,0,173.28,0,0,-5093.53,1.8,19524.5277777778,482.021390374332,482.021390374332
"3994",1639,7,"Styria",163901,53,"female","7","AT",0,0,0,0,0,0,0,0,0,9117.66,0,0,50.89,0,0,-349.27,3.6,16469.725,426.833333333333,426.833333333333
"3995",1639,7,"Styria",163902,51,"male","1","AT",19471.42,0,0,0,0,0,0,0,0,9117.66,0,0,50.89,0,0,-349.27,3.6,16469.725,426.833333333333,426.833333333333
"3996",1639,7,"Styria",163903,74,"male","5","AT",0,0,0,20505.36,0,0,0,0,0,9117.66,0,0,50.89,0,0,-349.27,3.6,16469.725,426.833333333333,426.833333333333
"3997",1639,7,"Styria",163904,74,"female","5","AT",0,0,0,937.61,0,0,0,0,0,9117.66,0,0,50.89,0,0,-349.27,3.6,16469.725,426.833333333333,426.833333333333
"3998",1639,7,"Styria",163905,84,"female","5","AT",0,0,0,0,0,0,8858.8,0,0,9117.66,0,0,50.89,0,0,-349.27,3.6,16469.725,426.833333333333,426.833333333333
"3999",1639,7,"Styria",163906,12,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9117.66,0,0,50.89,0,0,-349.27,3.6,16469.725,426.833333333333,426.833333333333
"4000",1639,7,"Styria",163907,11,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9117.66,0,0,50.89,0,0,-349.27,3.6,16469.725,426.833333333333,426.833333333333
"4001",1640,5,"Lower Austria",164001,59,"female","5","Other",0,0,0,11692.55,0,0,0,0,13802.52,0,0,0,2875.52,0,0,0,3,38536.5033333333,538.170731707317,538.170731707317
"4002",1640,5,"Lower Austria",164002,63,"male","5","AT",0,0,0,49446.28,0,0,0,0,13802.52,0,0,0,2875.52,0,0,0,3,38536.5033333333,538.170731707317,538.170731707317
"4003",1640,5,"Lower Austria",164003,36,"male","6","AT",14659.56,0,0,0,0,0,0,0,13802.52,0,0,0,2875.52,0,0,0,3,38536.5033333333,538.170731707317,538.170731707317
"4004",1640,5,"Lower Austria",164004,29,"male","1","AT",933.88,0,0,0,0,0,0,0,13802.52,0,0,0,2875.52,0,0,0,3,38536.5033333333,538.170731707317,538.170731707317
"4005",1640,5,"Lower Austria",164005,28,"male","1","AT",22199.2,0,0,0,0,0,0,0,13802.52,0,0,0,2875.52,0,0,0,3,38536.5033333333,538.170731707317,538.170731707317
"4006",1641,2,"Styria",164101,66,"male","5","AT",0,0,0,21556.06,0,0,0,0,0,0,0,0,0,0,0,0,1.5,17272.1466666667,536.892307692308,536.892307692308
"4007",1641,2,"Styria",164102,72,"female","5","AT",0,0,0,4352.16,0,0,0,0,0,0,0,0,0,0,0,0,1.5,17272.1466666667,536.892307692308,536.892307692308
"4008",1642,1,"Vienna",164201,49,"female","2","AT",9332.26,0,1590.57,0,0,0,0,0,0,0,0,0,8.5,0,1868.02,0,1,9063.31,868.220417633411,868.220417633411
"4009",1643,2,"Styria",164301,76,"female","5","AT",0,0,0,15108.92,0,0,0,0,0,0,0,0,22.23,0,0,0,1.5,29346.5066666667,536.892307692308,536.892307692308
"4010",1643,2,"Styria",164302,82,"male","5","AT",0,0,0,12014.63,0,4547.28,12326.7,0,0,0,0,0,22.23,0,0,0,1.5,29346.5066666667,536.892307692308,536.892307692308
"4011",1644,3,"Tyrol",164401,23,"female","2","AT",8909.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914.68,1.8,17133.5333333333,504.569620253164,504.569620253164
"4012",1644,3,"Tyrol",164402,21,"male","1","AT",20440.84,0,2404.8,0,0,0,0,0,0,0,0,0,0,0,0,914.68,1.8,17133.5333333333,504.569620253164,504.569620253164
"4013",1644,3,"Tyrol",164403,2,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,914.68,1.8,17133.5333333333,504.569620253164,504.569620253164
"4014",1645,4,"Carinthia",164501,47,"male","1","AT",33370.23,0,0,0,0,0,0,0,0,5108.12,0,1821.12,0,0,0,0,2.3,18967.852173913,518.619047619048,518.619047619048
"4015",1645,4,"Carinthia",164502,44,"female","2","AT",3326.59,0,0,0,0,0,0,0,0,5108.12,0,1821.12,0,0,0,0,2.3,18967.852173913,518.619047619048,518.619047619048
"4016",1645,4,"Carinthia",164503,15,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5108.12,0,1821.12,0,0,0,0,2.3,18967.852173913,518.619047619048,518.619047619048
"4017",1645,4,"Carinthia",164504,13,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5108.12,0,1821.12,0,0,0,0,2.3,18967.852173913,518.619047619048,518.619047619048
"4018",1646,2,"Lower Austria",164601,49,"male","1","Other",13803.92,0,0,0,0,0,0,0,0,0,0,0,46.98,0,0,-899.02,1.5,25323.96,515.101449275362,515.101449275362
"4019",1646,2,"Lower Austria",164602,46,"female","1","AT",19835.63,0,3400.39,0,0,0,0,0,0,0,0,0,46.98,0,0,-899.02,1.5,25323.96,515.101449275362,515.101449275362
"4020",1647,1,"Vienna",164701,23,"male","1","AT",23444.73,0,0,0,0,0,0,0,0,0,0,0,285.75,0,0,0,1,23730.48,868.220417633411,868.220417633411
"4021",1648,3,"Vienna",164801,41,"male","2","Other",5611.83,0,0,0,0,0,0,0,0,0,0,0,364.79,0,0,0,2,27618.42,642.36,642.36
"4022",1648,3,"Vienna",164802,61,"male","5","AT",0,0,0,32621.94,0,0,0,0,0,0,0,0,364.79,0,0,0,2,27618.42,642.36,642.36
"4023",1648,3,"Vienna",164803,57,"female","7","AT",16638.28,0,0,0,0,0,0,0,0,0,0,0,364.79,0,0,0,2,27618.42,642.36,642.36
"4024",1649,1,"Upper Austria",164901,44,"male","6","AT",0,0,2332.42,0,0,10449.26,0,0,0,0,0,0,117.76,0,0,0,1,12899.44,643.25572519084,643.25572519084
"4025",1650,3,"Vienna",165001,17,"male","4","AT",0,0,0,0,0,0,0,0,0,2185.68,0,0,53.09,0,0,-90.17,2,10092.945,642.36,642.36
"4026",1650,3,"Vienna",165002,46,"male","1","AT",14438.92,0,0,0,0,0,0,0,0,2185.68,0,0,53.09,0,0,-90.17,2,10092.945,642.36,642.36
"4027",1650,3,"Vienna",165003,24,"male","2","Other",3418.03,0,0,0,0,0,0,0,0,2185.68,0,0,53.09,0,0,-90.17,2,10092.945,642.36,642.36
"4028",1651,1,"Salzburg",165101,29,"male","1","AT",0,23626.79,0,0,0,0,0,0,0,0,0,0,168.38,0,0,0,1,23795.17,693.320388349514,693.320388349514
"4029",1652,2,"Carinthia",165201,61,"male","5","AT",0,0,0,0,0,0,14176.41,0,0,0,0,0,1181.56,0,0,0,1.5,16974.8466666667,535.793650793651,535.793650793651
"4030",1652,2,"Carinthia",165202,60,"female","5","AT",0,0,0,10104.3,0,0,0,0,0,0,0,0,1181.56,0,0,0,1.5,16974.8466666667,535.793650793651,535.793650793651
"4031",1653,4,"Carinthia",165301,61,"male","5","AT",0,0,0,16738.21,0,0,0,0,0,0,0,21884.77,318.39,0,8525.26,1319.26,2.5,19455.9,518.619047619048,518.619047619048
"4032",1653,4,"Carinthia",165302,44,"female","7","AT",0,0,0,4858.27,0,0,0,0,0,0,0,21884.77,318.39,0,8525.26,1319.26,2.5,19455.9,518.619047619048,518.619047619048
"4033",1653,4,"Carinthia",165303,19,"female","4","AT",0,0,0,0,0,0,0,0,0,0,0,21884.77,318.39,0,8525.26,1319.26,2.5,19455.9,518.619047619048,518.619047619048
